num,step,total
1,0.7475159168243408,1.6823790073394775
2,0.7766561508178711,1.5860538482666016
3,0.7752490043640137,1.2830028533935547
4,0.7734649181365967,1.282263994216919
5,0.7854242324829102,1.2958812713623047
6,0.7801010608673096,1.29329514503479
7,0.7741420269012451,1.2807319164276123
8,0.7761750221252441,1.2838470935821533
9,0.7747368812561035,1.283186912536621
10,0.7790060043334961,1.2876229286193848
11,0.775691032409668,1.2845189571380615
12,0.7736380100250244,1.2804889678955078
13,0.7929401397705078,1.3092930316925049
14,0.7878918647766113,1.3026559352874756
15,0.7847719192504883,1.30607008934021
16,0.7830991744995117,1.2954838275909424
17,0.7873318195343018,1.2955796718597412
18,0.775383710861206,1.3033199310302734
19,0.788938045501709,1.2976999282836914
20,0.7818779945373535,1.2931578159332275
21,0.7749638557434082,1.2838642597198486
22,0.7788870334625244,1.2912168502807617
23,0.7873616218566895,1.4480998516082764
24,0.7873730659484863,1.2967209815979004
25,0.7767610549926758,1.2862489223480225
26,0.7974288463592529,1.313858985900879
27,0.7820150852203369,1.295300006866455
28,0.7808990478515625,1.2913589477539062
29,0.7903149127960205,1.3087570667266846
30,0.7751889228820801,1.2886719703674316
31,0.7754199504852295,1.2850608825683594
32,0.7723119258880615,1.2793662548065186
33,0.7769639492034912,1.2849006652832031
34,0.776378870010376,1.2832860946655273
35,0.7753570079803467,1.2842600345611572
36,0.7867803573608398,1.2966077327728271
37,0.792294979095459,1.3008482456207275
38,0.7963342666625977,1.3070800304412842
39,0.7900171279907227,1.3083887100219727
40,0.7803218364715576,1.2923812866210938
41,0.7760870456695557,1.28535795211792
42,0.7758767604827881,1.2850558757781982
43,0.8050880432128906,1.3428268432617188
44,0.7890470027923584,1.3030860424041748
45,0.777838945388794,1.2907390594482422
46,0.7845649719238281,1.2953767776489258
47,0.791881799697876,1.3141849040985107
48,0.780059814453125,1.296138048171997
49,0.8088440895080566,1.3342692852020264
50,0.7752692699432373,1.295659065246582
51,0.7789068222045898,1.2896780967712402
52,0.7817449569702148,1.2925357818603516
53,0.8065872192382812,1.3194730281829834
54,0.7839140892028809,1.3170788288116455
55,0.8088350296020508,1.322094202041626
56,0.7843167781829834,1.3175508975982666
