num,step,total
1,0.38321518898010254,1.0746769905090332
2,0.42252016067504883,1.144690990447998
3,0.42134785652160645,0.6947519779205322
4,0.41526198387145996,0.6891751289367676
5,0.41704797744750977,0.6933720111846924
6,0.41550636291503906,0.6932201385498047
7,0.4180591106414795,0.6958887577056885
8,0.4188370704650879,0.6993200778961182
9,0.41875481605529785,0.7002410888671875
10,0.4201836585998535,0.7006471157073975
11,0.42284488677978516,0.7038841247558594
12,0.4225730895996094,0.7033591270446777
13,0.4163038730621338,0.6955978870391846
14,0.41647815704345703,0.6952991485595703
15,0.41983723640441895,0.6943643093109131
16,0.41346311569213867,0.6883692741394043
17,0.4164140224456787,0.6963891983032227
18,0.43488001823425293,0.7117171287536621
19,0.42949414253234863,0.7108769416809082
20,0.4235711097717285,0.702301025390625
21,0.4312319755554199,0.709507942199707
22,0.4270517826080322,0.7100307941436768
23,0.42615389823913574,0.7116599082946777
24,0.4277830123901367,0.7110700607299805
25,0.42521190643310547,0.7105569839477539
26,0.41335105895996094,0.6952519416809082
27,0.4157848358154297,0.6914501190185547
28,0.4202461242675781,0.7003560066223145
29,0.41259098052978516,0.6879518032073975
30,0.41256093978881836,0.6878259181976318
31,0.4133949279785156,0.6886162757873535
32,0.415053129196167,0.6927859783172607
33,0.41286492347717285,0.6879382133483887
34,0.4175999164581299,0.6948156356811523
35,0.41639089584350586,0.6936619281768799
36,0.42905497550964355,0.7374730110168457
37,0.4234428405761719,0.7121458053588867
38,0.41404294967651367,0.6939959526062012
39,0.4171910285949707,0.6930150985717773
40,0.41472315788269043,0.6920037269592285
41,0.41483497619628906,0.707381010055542
42,0.41455888748168945,0.6918070316314697
43,0.41475725173950195,0.6923990249633789
44,0.4345579147338867,0.712465763092041
45,0.4151289463043213,0.6915991306304932
46,0.41536998748779297,0.6936049461364746
47,0.4124290943145752,0.6897022724151611
48,0.412905216217041,0.6878151893615723
49,0.41258907318115234,0.6882927417755127
50,0.4365420341491699,0.7438690662384033
51,0.40840983390808105,0.6953158378601074
52,0.4135301113128662,0.6886448860168457
53,0.41220617294311523,0.6880009174346924
54,0.41262006759643555,0.6879360675811768
55,0.41329288482666016,0.6876327991485596
56,0.4170370101928711,0.6915037631988525
57,0.41223978996276855,0.6887469291687012
58,0.4136660099029541,0.6907298564910889
59,0.4200937747955322,0.6949062347412109
60,0.4188699722290039,0.7232649326324463
61,0.41451382637023926,0.690155029296875
62,0.4250328540802002,0.7010979652404785
63,0.41522812843322754,0.6929340362548828
64,0.41872501373291016,0.693979024887085
65,0.4186728000640869,0.6962239742279053
66,0.4128568172454834,0.6897931098937988
67,0.41332316398620605,0.687917947769165
68,0.41576409339904785,0.693228006362915
69,0.41402292251586914,0.6901729106903076
70,0.41732072830200195,0.694378137588501
71,0.4109220504760742,0.740516185760498
72,0.424609899520874,0.7122037410736084
73,0.4134552478790283,0.6993870735168457
74,0.4160478115081787,0.6928997039794922
75,0.4537200927734375,0.7635939121246338
76,0.43465495109558105,0.6988470554351807
77,0.42486095428466797,0.7188630104064941
78,0.40712809562683105,0.6906249523162842
79,0.41532182693481445,0.6907327175140381
80,0.41891908645629883,0.6955029964447021
81,0.4129931926727295,0.6868691444396973
82,0.4152209758758545,0.6922597885131836
83,0.4560818672180176,0.7553567886352539
84,0.4147639274597168,0.6923608779907227
85,0.4161829948425293,0.6912360191345215
86,0.43411993980407715,0.7144980430603027
87,0.4158048629760742,0.6924741268157959
88,0.4164459705352783,0.6927661895751953
89,0.41288208961486816,0.6941688060760498
90,0.41485595703125,0.6921238899230957
91,0.41370105743408203,0.6897091865539551
92,0.41469383239746094,0.6957817077636719
93,0.4136378765106201,0.6902768611907959
94,0.4177389144897461,0.6933188438415527
95,0.4147801399230957,0.6903197765350342
96,0.41319894790649414,0.6889159679412842
97,0.44625282287597656,0.7260689735412598
98,0.4105339050292969,0.6931478977203369
99,0.43338918685913086,0.713346004486084
100,0.4153728485107422,0.6990091800689697
101,0.44593000411987305,0.7375490665435791
102,0.42775917053222656,0.7246062755584717
103,0.4136509895324707,0.6983327865600586
104,0.4134237766265869,0.6908538341522217
105,0.4174220561981201,0.6953060626983643
106,0.4161398410797119,0.6922330856323242
107,0.41299891471862793,0.69045090675354
108,0.4127840995788574,0.6901791095733643
109,0.4127790927886963,0.6876099109649658
110,0.4130432605743408,0.6884500980377197
111,0.4127678871154785,0.6875510215759277
112,0.4145679473876953,0.6904189586639404
113,0.41188883781433105,0.6893067359924316
114,0.41304993629455566,0.6881380081176758
115,0.41422200202941895,0.6906921863555908
116,0.44648289680480957,0.7251150608062744
117,0.4170827865600586,0.6926388740539551
118,0.4195590019226074,0.7038247585296631
119,0.4166259765625,0.6955020427703857
120,0.4216639995574951,0.7071828842163086
121,0.4286792278289795,0.7081291675567627
122,0.4154093265533447,0.7139692306518555
123,0.4120807647705078,0.6858417987823486
124,0.4263460636138916,0.7028748989105225
125,0.4129340648651123,0.7112889289855957
126,0.4201228618621826,0.7130858898162842
127,0.42195606231689453,0.706322193145752
128,0.45972776412963867,0.788811206817627
129,0.4320540428161621,0.6870100498199463
130,0.4111299514770508,0.6947672367095947
131,0.411099910736084,0.7017760276794434
132,0.42413330078125,0.6975421905517578
133,0.41336798667907715,0.6959118843078613
134,0.4169018268585205,0.6959888935089111
135,0.4184141159057617,0.6992290019989014
136,0.414592981338501,0.6924211978912354
137,0.4134252071380615,0.6915299892425537
138,0.41346025466918945,0.6926498413085938
139,0.4197108745574951,0.6953139305114746
140,0.4183359146118164,0.6943120956420898
141,0.41784214973449707,0.6950249671936035
142,0.4144630432128906,0.6913032531738281
143,0.41713380813598633,0.69449782371521
144,0.4124112129211426,0.6928260326385498
145,0.4121992588043213,0.6913371086120605
146,0.42456889152526855,0.7003891468048096
147,0.42296910285949707,0.7092311382293701
148,0.4169919490814209,0.6982409954071045
149,0.43379878997802734,0.7149779796600342
150,0.44777703285217285,0.7400820255279541
151,0.4194979667663574,0.7005231380462646
152,0.4348912239074707,0.7170331478118896
153,0.42310500144958496,0.7430250644683838
154,0.4197239875793457,0.6995909214019775
155,0.4177100658416748,0.7000997066497803
156,0.4296579360961914,0.7097439765930176
157,0.4244379997253418,0.7087857723236084
158,0.41693902015686035,0.7051560878753662
159,0.41108012199401855,0.7124788761138916
160,0.44043922424316406,0.7328009605407715
161,0.4178590774536133,0.7070479393005371
162,0.41562986373901367,0.6999650001525879
163,0.4155130386352539,0.6929869651794434
164,0.41745829582214355,0.6970241069793701
165,0.41286182403564453,0.6895229816436768
166,0.4160430431365967,0.6919529438018799
167,0.4139699935913086,0.6901769638061523
168,0.4138190746307373,0.6919779777526855
169,0.4165797233581543,0.6926887035369873
170,0.4147520065307617,0.6907689571380615
171,0.4150080680847168,0.6906838417053223
172,0.4143178462982178,0.6899421215057373
173,0.41691017150878906,0.6937899589538574
174,0.41433191299438477,0.6924529075622559
175,0.41444897651672363,0.6931891441345215
176,0.41386890411376953,0.6942760944366455
177,0.41530895233154297,0.6927509307861328
178,0.4141061305999756,0.6901607513427734
179,0.4150428771972656,0.691835880279541
180,0.41501903533935547,0.6909840106964111
181,0.41603779792785645,0.6924600601196289
